-0.41071429,-0.3,-0.34375,-0.29166667,-0.34375,-0.17708333,-0.09375,-0.09375,-0.09375,-0.0937
-0.81071429,-0.7,-0.24375,-0.79166667,-0.44375,-0.87708333,-0.29375,-0.59375,-0.79375,-0.1937
-0.41071429,-0.6,-0.14375,-0.89166667,-0.54375,-0.47708333,-0.49375,-0.29375,-0.79375,-0.4937
-0.21071429,-0.5,-0.64375,-0.99166667,-0.64375,-0.67708333,-0.59375,-0.19375,-0.49375,-0.3937
-0.11071429,-0.2,-0.54375,-0.99166667,-0.74375,-0.77708333,-0.69375,-0.59375,-0.49375,-0.2937
-0.31071429,-0.4,-0.54375,-0.19166667,-0.84375,-0.87708333,-0.89375,-0.69375,-0.29375,-0.1937
