-0.3888888888888889,-0.3888888888888889,-0.24836601307189543,-0.12666666666666668,-0.12666666666666668,-0.08163265306122448,-0.08163265306122448,-0.04666666666666667,-0.0070921985815602835,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
-0.5660377358490566,-0.38271604938271603,-0.27672955974842767,-0.27672955974842767,-0.27672955974842767,-0.27672955974842767,-0.27672955974842767,-0.27672955974842767,-0.18238993710691823,-0.18238993710691823,-0.18238993710691823,-0.18238993710691823,-0.18238993710691823,-0.18238993710691823,-0.18238993710691823,-0.18238993710691823,-0.18238993710691823,-0.18238993710691823,-0.18238993710691823,-0.18238993710691823
-0.5534591194968553,-0.41509433962264153,-0.41509433962264153,-0.35185185185185186,-0.35185185185185186,-0.35185185185185186,-0.35185185185185186,-0.35185185185185186,-0.3515151515151515,-0.3515151515151515,-0.3515151515151515,-0.3515151515151515,-0.3515151515151515,-0.3515151515151515,-0.3515151515151515,-0.30246913580246915,-0.30246913580246915,-0.30246913580246915,-0.30246913580246915,-0.30246913580246915
-0.6728395061728395,-0.48214285714285715,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.18840579710144928,-0.17037037037037037,-0.17037037037037037,-0.17037037037037037,-0.17037037037037037,-0.17037037037037037,-0.17037037037037037,-0.14965986394557823
-0.6226415094339622,-0.4880952380952381,-0.43209876543209874,-0.43209876543209874,-0.43209876543209874,-0.43209876543209874,-0.43209876543209874,-0.43209876543209874,-0.43209876543209874,-0.43209876543209874,-0.43209876543209874,-0.43209876543209874,-0.43209876543209874,-0.34545454545454546,-0.34545454545454546,-0.34545454545454546,-0.34545454545454546,-0.34545454545454546,-0.34545454545454546,-0.34545454545454546
-0.5681818181818182,-0.3395061728395062,-0.3392857142857143,-0.14814814814814814,-0.14814814814814814,-0.14814814814814814,-0.14814814814814814,-0.14814814814814814,-0.14814814814814814,-0.14814814814814814,-0.13690476190476192,-0.13690476190476192,-0.13690476190476192,-0.13690476190476192,-0.13690476190476192,-0.13690476190476192,-0.13690476190476192,-0.13690476190476192,-0.13690476190476192,-0.13690476190476192
-0.5,-0.375,-0.3402777777777778,-0.3402777777777778,-0.2569444444444444,-0.2569444444444444,-0.2569444444444444,-0.2569444444444444,-0.2198581560283688,-0.2198581560283688,-0.2198581560283688,-0.2198581560283688,-0.2198581560283688,-0.2198581560283688,-0.20155038759689922,-0.20155038759689922,-0.20155038759689922,-0.20155038759689922,-0.20155038759689922,-0.20155038759689922
-0.4909090909090909,-0.2727272727272727,-0.2727272727272727,-0.2727272727272727,-0.2727272727272727,-0.2727272727272727,-0.2727272727272727,-0.2727272727272727,-0.2727272727272727,-0.2727272727272727,-0.2727272727272727,-0.2727272727272727,-0.2727272727272727,-0.22727272727272727,-0.22727272727272727,-0.22727272727272727,-0.22727272727272727,-0.22727272727272727,-0.22727272727272727,-0.22727272727272727
-0.5636363636363636,-0.4642857142857143,-0.4642857142857143,-0.4226190476190476,-0.38095238095238093,-0.38095238095238093,-0.38095238095238093,-0.38095238095238093,-0.38095238095238093,-0.38095238095238093,-0.2948717948717949,-0.2948717948717949,-0.2948717948717949,-0.2948717948717949,-0.2948717948717949,-0.2948717948717949,-0.2948717948717949,-0.2948717948717949,-0.2948717948717949,-0.2948717948717949
-0.6274509803921569,-0.5925925925925926,-0.4807692307692308,-0.4666666666666667,-0.4506172839506173,-0.4339622641509434,-0.3575757575757576,-0.3575757575757576,-0.3575757575757576,-0.3575757575757576,-0.34523809523809523,-0.23636363636363636,-0.23636363636363636,-0.23636363636363636,-0.2222222222222222,-0.125,-0.125,-0.05454545454545454,-0.05454545454545454,-0.05454545454545454
